video_id,platform,creator_id,category,duration_seconds,upload_date,views,impressions,ctr,likes,comments,shares,avg_watch_time_seconds,completion_rate,followers_at_upload,engagement_rate,tags_count,audio_popular,caption_length,contains_hashtags,is_trending
vid_00617,Facebook Reels,creator_0702,Gaming,30,2025-03-18,2895,146212,0.0198,11,2,0,3.5,0.117,3996,0.0001,2,False,65,False,False
vid_00618,TikTok,creator_0370,Education,17,2025-01-13,11622,745000,0.0156,33,12,2,5.6,0.329,6166,0.0001,2,False,22,False,False
vid_00619,TikTok,creator_0119,Entertainment,35,2024-12-17,866,17080,0.0507,5,1,0,13.7,0.391,951,0.0004,4,False,101,True,False
vid_00620,TikTok,creator_0325,DIY,13,2024-03-09,760,152000,0.005,2,1,1,9.8,0.754,1947,0.0,6,False,89,True,False
vid_00621,TikTok,creator_0879,DIY,6,2024-10-24,2059,187181,0.011,2,1,1,2.1,0.35,8541,0.0,2,True,121,True,False
vid_00622,YouTube Shorts,creator_0029,Cooking,30,2025-02-16,369,34166,0.0108,0,1,0,12.5,0.417,223,0.0,2,False,42,True,False
vid_00623,Instagram,creator_0510,Beauty,16,2025-06-22,323,23071,0.014,4,0,0,3.2,0.2,2578,0.0002,1,False,44,True,False
vid_00624,TikTok,creator_1031,News,22,2024-08-25,6966,417125,0.0167,21,4,0,5.5,0.25,12937,0.0001,2,False,55,False,False
vid_00625,TikTok,creator_0596,DIY,36,2025-07-19,511,54361,0.0094,2,1,0,11.9,0.331,0,0.0001,3,False,61,True,False
vid_00626,TikTok,creator_0275,Cooking,40,2025-01-15,2195,73905,0.0297,12,0,0,1.3,0.032,6594,0.0002,2,False,77,True,False
vid_00627,Snapchat,creator_0827,Entertainment,35,2024-06-26,4656,242500,0.0192,39,0,2,5.6,0.16,16134,0.0002,1,False,73,False,False
vid_00628,TikTok,creator_0045,News,38,2025-01-26,1167,102368,0.0114,16,1,0,3.9,0.103,1167,0.0002,1,False,112,True,False
vid_00629,Instagram,creator_0077,Gaming,8,2025-05-12,11939,303020,0.0394,36,4,3,2.8,0.35,18161,0.0001,1,False,6,True,False
vid_00630,TikTok,creator_0099,Education,18,2025-05-22,7753,223429,0.0347,249,5,3,15.3,0.85,12456,0.0012,0,False,18,True,False
vid_00631,TikTok,creator_0910,Gaming,39,2024-04-05,405,23275,0.0174,18,1,1,15.0,0.385,3909,0.0009,3,False,63,True,False
vid_00632,TikTok,creator_0020,Fitness,11,2024-11-22,677,135400,0.005,13,1,1,7.6,0.691,940,0.0001,2,False,128,True,False
vid_00633,TikTok,creator_0281,Gaming,33,2024-03-22,287,10177,0.0282,1,2,0,15.9,0.482,1040,0.0003,2,False,107,True,False
vid_00634,TikTok,creator_0218,DIY,33,2024-06-03,566,12719,0.0445,0,1,1,11.7,0.355,0,0.0002,4,False,80,True,False
vid_00635,YouTube Shorts,creator_0414,Cooking,11,2025-06-30,221,12485,0.0177,1,1,0,3.5,0.318,4451,0.0002,3,False,13,True,False
vid_00636,Instagram,creator_0426,DIY,25,2024-09-13,196,8990,0.0218,2,1,0,19.0,0.76,2738,0.0003,3,False,91,True,False
vid_00637,TikTok,creator_0227,News,39,2025-06-03,1825,365000,0.005,19,0,0,5.8,0.149,447,0.0001,0,False,5,False,False
vid_00638,YouTube Shorts,creator_0154,Education,13,2024-07-17,8681,352886,0.0246,163,1,1,6.5,0.5,19214,0.0005,4,False,76,True,False
vid_00639,Facebook Reels,creator_0541,DIY,22,2024-02-08,1234,39299,0.0314,3,0,0,15.3,0.695,0,0.0001,3,True,114,True,False
vid_00640,TikTok,creator_0596,Cooking,29,2025-06-09,2247,252471,0.0089,19,2,2,5.6,0.193,5992,0.0001,6,False,5,True,False
vid_00641,TikTok,creator_0094,Entertainment,7,2024-04-17,3558,170239,0.0209,16,1,1,4.0,0.571,9407,0.0001,5,False,64,True,False
vid_00642,TikTok,creator_0897,News,35,2024-07-27,2718,151000,0.018,48,0,0,6.0,0.171,2795,0.0003,1,False,82,True,False
vid_00643,YouTube Shorts,creator_0375,Education,8,2024-11-07,330,22448,0.0147,12,0,2,3.2,0.4,1535,0.0006,3,False,5,True,False
vid_00644,YouTube Shorts,creator_0980,Gaming,21,2025-05-18,4096,202772,0.0202,12,3,1,2.4,0.114,6933,0.0001,1,False,58,True,False
vid_00645,TikTok,creator_0121,Comedy,42,2024-03-21,1250,75757,0.0165,14,1,0,13.0,0.31,1247,0.0002,3,False,72,True,False
vid_00646,YouTube Shorts,creator_0898,Comedy,31,2025-04-19,2210,200909,0.011,15,0,0,1.2,0.039,2951,0.0001,4,False,68,True,False
vid_00647,TikTok,creator_0268,DIY,27,2025-01-14,674,21062,0.032,6,1,0,7.2,0.267,0,0.0003,0,True,64,True,False
vid_00648,TikTok,creator_0536,Cooking,23,2024-01-10,16612,608498,0.0273,76,6,5,6.3,0.274,35812,0.0001,1,False,127,True,False
vid_00649,YouTube Shorts,creator_1181,News,59,2024-06-22,660,132000,0.005,2,4,0,25.2,0.427,230,0.0,2,False,81,True,False
vid_00650,TikTok,creator_1072,News,26,2024-03-14,1134,36346,0.0312,6,0,0,17.5,0.673,5100,0.0002,2,False,39,True,False
vid_00651,Instagram,creator_0789,Comedy,5,2025-03-09,252,12923,0.0195,0,0,0,2.2,0.44,0,0.0,5,False,87,True,False
vid_00652,TikTok,creator_0322,Music,12,2024-12-30,11576,2315200,0.005,82,6,2,4.0,0.333,11773,0.0,2,False,83,False,False
vid_00653,TikTok,creator_1007,Cooking,31,2024-07-06,998,38984,0.0256,0,2,0,9.0,0.29,189,0.0001,3,False,78,True,False
vid_00654,Instagram,creator_1128,Gaming,5,2024-11-09,4358,87334,0.0499,71,2,1,1.0,0.2,1883,0.0008,2,False,5,True,False
vid_00655,TikTok,creator_1174,DIY,45,2024-03-09,2646,166415,0.0159,198,1,0,17.3,0.384,2181,0.0012,1,False,48,True,False
vid_00656,TikTok,creator_1019,Entertainment,22,2024-03-20,7449,425657,0.0175,70,7,5,16.3,0.741,14323,0.0002,4,False,24,True,False
vid_00657,Instagram,creator_0187,News,20,2025-04-25,1540,308000,0.005,3,0,1,6.2,0.31,5707,0.0,5,False,37,False,False
vid_00658,Instagram,creator_0935,Cooking,51,2024-10-09,2125,198598,0.0107,34,1,0,8.9,0.175,7299,0.0002,2,False,87,False,False
vid_00659,YouTube Shorts,creator_0680,Music,17,2025-04-26,5839,155706,0.0375,33,6,3,2.0,0.118,1831,0.0003,4,False,88,True,False
vid_00660,TikTok,creator_0927,Education,18,2024-03-16,532,25454,0.0209,2,2,1,4.0,0.222,0,0.0002,2,False,59,True,False
vid_00661,TikTok,creator_0598,Music,18,2025-02-09,51,1246,0.0409,0,2,0,7.7,0.428,0,0.0016,1,False,141,True,False
vid_00662,Snapchat,creator_1009,Comedy,22,2025-07-10,379,9132,0.0415,1,0,0,2.3,0.105,2472,0.0001,3,False,43,True,False
vid_00663,TikTok,creator_0402,Beauty,8,2024-04-03,1225,245000,0.005,1,4,0,1.0,0.125,1740,0.0,2,False,28,True,False
vid_00664,Instagram,creator_0391,Cooking,42,2024-03-24,9289,1857800,0.005,14,6,0,30.1,0.717,20303,0.0,1,False,54,True,False
vid_00665,Instagram,creator_0253,DIY,35,2024-12-21,1082,50092,0.0216,10,0,0,18.2,0.52,3952,0.0002,1,False,51,False,False
vid_00666,TikTok,creator_1022,Entertainment,18,2025-02-15,3599,238344,0.0151,36,0,0,7.7,0.428,4348,0.0002,1,False,133,True,False
vid_00667,TikTok,creator_1199,DIY,29,2025-01-29,736,61333,0.012,11,3,0,7.3,0.252,3306,0.0002,3,False,60,False,False
vid_00668,Instagram,creator_0356,Comedy,33,2024-03-21,14399,716368,0.0201,187,7,7,6.4,0.194,10768,0.0003,5,False,130,True,False
vid_00669,Snapchat,creator_1033,Gaming,18,2024-11-21,604,51623,0.0117,9,1,0,8.3,0.461,1799,0.0002,2,False,45,False,False
vid_00670,YouTube Shorts,creator_0561,Gaming,44,2024-09-23,6601,1320200,0.005,1,2,2,2.2,0.05,16362,0.0,1,False,59,True,False
vid_00671,TikTok,creator_0846,News,46,2025-06-27,717,21213,0.0338,2,2,3,11.6,0.252,0,0.0003,2,False,47,True,False
vid_00672,YouTube Shorts,creator_1122,Cooking,30,2025-07-06,191,7732,0.0247,0,0,1,4.6,0.153,0,0.0001,2,False,22,True,False
vid_00673,TikTok,creator_0430,News,62,2025-07-08,1392,152967,0.0091,55,0,1,18.8,0.303,2279,0.0004,3,False,85,True,False
vid_00674,Instagram,creator_0365,Music,23,2025-02-25,7,560,0.0125,0,0,0,5.4,0.235,2007,0.0,3,False,5,True,False
vid_00675,TikTok,creator_0722,Music,19,2025-01-08,1188,39337,0.0302,4,1,0,2.2,0.116,0,0.0001,1,False,29,False,False
vid_00676,YouTube Shorts,creator_1094,Fitness,30,2024-11-24,3263,164797,0.0198,8,1,0,5.7,0.19,14406,0.0001,1,False,23,True,False
vid_00677,TikTok,creator_0298,Entertainment,38,2025-06-04,177,12919,0.0137,0,2,1,18.6,0.489,0,0.0002,1,True,66,True,False
vid_00678,YouTube Shorts,creator_0587,Fitness,16,2024-04-23,9833,402991,0.0244,149,8,0,1.5,0.094,6984,0.0004,5,False,47,True,False
vid_00679,TikTok,creator_1109,Entertainment,23,2024-10-05,5131,442327,0.0116,122,1,3,6.8,0.296,8276,0.0003,2,False,74,True,False
vid_00680,YouTube Shorts,creator_1151,Beauty,18,2025-07-30,528,30877,0.0171,0,1,0,7.4,0.411,0,0.0,1,False,73,True,False
vid_00681,Instagram,creator_0590,Entertainment,37,2024-10-23,2003,58057,0.0345,2,2,2,4.7,0.127,723,0.0001,2,False,16,False,False
vid_00682,Facebook Reels,creator_0641,Music,43,2024-02-11,95,1626,0.0584,1,1,1,5.0,0.116,3691,0.0018,4,True,5,True,False
vid_00683,Instagram,creator_0908,Beauty,42,2025-05-07,2778,295531,0.0094,10,2,0,15.3,0.364,2981,0.0,3,False,42,True,False
vid_00684,YouTube Shorts,creator_1120,News,26,2024-06-01,5073,340469,0.0149,37,5,2,2.7,0.104,4023,0.0001,1,False,82,False,False
vid_00685,TikTok,creator_0364,Education,26,2024-05-25,6240,282352,0.0221,16,3,3,3.3,0.127,10184,0.0001,3,False,66,True,False
vid_00686,TikTok,creator_0084,Gaming,38,2024-08-04,1357,68190,0.0199,8,0,0,16.9,0.445,3557,0.0001,4,False,80,True,False
vid_00687,Instagram,creator_0523,Entertainment,35,2024-09-13,106,4568,0.0232,0,2,0,5.3,0.151,0,0.0004,3,False,39,False,False
vid_00688,TikTok,creator_0661,News,34,2024-02-09,29630,1601621,0.0185,95,16,8,25.4,0.747,17885,0.0001,2,False,39,True,False
vid_00689,YouTube Shorts,creator_0617,DIY,9,2025-03-20,2389,71101,0.0336,28,0,1,3.8,0.422,7257,0.0004,2,False,88,True,False
vid_00690,YouTube Shorts,creator_1077,Beauty,34,2024-05-22,1128,75704,0.0149,13,1,1,11.7,0.344,6592,0.0002,0,False,67,False,False
vid_00691,TikTok,creator_1113,Music,35,2024-11-09,265,53000,0.005,5,1,1,4.8,0.137,234,0.0001,1,True,114,True,False
vid_00692,TikTok,creator_0680,Cooking,21,2024-10-07,49,1357,0.0361,0,0,1,4.5,0.214,0,0.0007,4,False,64,False,False
vid_00693,Instagram,creator_0973,Music,27,2025-08-07,72,1600,0.045,0,3,0,6.7,0.248,0,0.0019,1,False,52,True,False
vid_00694,Instagram,creator_0913,Beauty,32,2025-05-13,7536,1507200,0.005,49,1,5,8.7,0.272,15026,0.0,2,False,37,True,False
vid_00695,Facebook Reels,creator_0658,Gaming,23,2024-03-29,2412,126282,0.0191,26,0,0,3.5,0.152,3508,0.0002,3,False,122,True,False
vid_00696,TikTok,creator_1059,Cooking,31,2025-02-03,935,187000,0.005,11,0,0,11.3,0.365,1491,0.0001,2,False,5,True,False
vid_00697,TikTok,creator_0395,Cooking,24,2025-02-03,502,30609,0.0164,3,0,0,7.4,0.308,1929,0.0001,1,True,116,True,False
vid_00698,Facebook Reels,creator_1102,Music,29,2024-01-06,303,60600,0.005,0,2,0,3.2,0.11,5691,0.0,1,False,84,True,False
vid_00699,Instagram,creator_0437,Gaming,26,2024-03-21,9044,170000,0.0532,26,7,1,7.5,0.288,20753,0.0002,4,False,69,False,False
vid_00700,YouTube Shorts,creator_0892,Education,22,2025-08-03,134,6733,0.0199,0,1,0,3.1,0.141,3041,0.0001,2,False,11,True,False
vid_00701,YouTube Shorts,creator_0078,Education,11,2024-02-26,2243,85938,0.0261,36,0,0,3.4,0.309,664,0.0004,4,True,53,False,False
vid_00702,Instagram,creator_1178,Beauty,17,2024-07-19,84,4615,0.0182,0,1,1,8.4,0.494,1633,0.0004,1,False,95,True,False
vid_00703,TikTok,creator_0648,Entertainment,27,2024-10-29,248,21196,0.0117,0,1,0,7.5,0.278,0,0.0,1,False,74,True,False
vid_00704,Instagram,creator_0130,News,30,2024-02-05,3062,612400,0.005,28,5,0,12.6,0.42,5403,0.0001,2,False,93,True,False
vid_00705,Snapchat,creator_0218,Fitness,26,2025-06-16,1742,77422,0.0225,7,1,2,5.3,0.204,4796,0.0001,1,False,28,True,False
vid_00706,YouTube Shorts,creator_0897,Gaming,29,2024-11-02,12461,576898,0.0216,492,1,3,4.3,0.148,13068,0.0009,1,False,51,True,False
vid_00707,TikTok,creator_0451,Comedy,44,2025-08-03,672,42000,0.016,2,1,0,7.2,0.164,0,0.0001,5,False,30,False,False
vid_00708,Instagram,creator_0296,Fitness,16,2025-06-10,522,36000,0.0145,4,1,0,1.4,0.088,1750,0.0001,1,False,79,False,False
vid_00709,YouTube Shorts,creator_0765,Entertainment,23,2025-03-05,1934,39712,0.0487,6,1,0,13.1,0.57,1860,0.0002,5,False,73,True,False
vid_00710,TikTok,creator_1173,News,18,2024-11-02,1091,34093,0.032,16,1,0,1.6,0.089,1484,0.0005,0,False,19,False,False
vid_00711,TikTok,creator_0705,Beauty,20,2024-11-16,1534,55579,0.0276,17,2,3,9.5,0.475,2628,0.0004,3,False,63,False,False
vid_00712,TikTok,creator_0377,Beauty,48,2025-04-24,1926,180000,0.0107,30,1,1,8.7,0.181,1951,0.0002,0,False,12,True,False
vid_00713,TikTok,creator_1162,Entertainment,23,2025-08-06,462,9467,0.0488,3,1,1,4.1,0.178,2628,0.0005,3,False,81,False,False
vid_00714,Instagram,creator_1126,Education,20,2024-08-13,584,14004,0.0417,4,0,1,10.0,0.5,3559,0.0004,0,False,5,True,False
vid_00715,TikTok,creator_1190,DIY,27,2024-09-13,112,4043,0.0277,0,1,1,5.8,0.215,5125,0.0005,0,False,89,True,False
vid_00716,TikTok,creator_0584,News,12,2024-02-24,936,99574,0.0094,3,0,0,5.8,0.483,1232,0.0,1,False,75,True,False
vid_00717,Instagram,creator_0627,News,16,2024-04-28,149,12956,0.0115,2,0,0,7.4,0.462,433,0.0002,3,False,139,True,False
vid_00718,TikTok,creator_0878,Comedy,16,2024-01-04,267,38695,0.0069,7,1,2,2.5,0.156,1881,0.0003,1,False,35,False,False
vid_00719,YouTube Shorts,creator_0894,Fitness,29,2024-10-06,97,3464,0.028,0,0,1,5.5,0.19,2270,0.0003,1,False,47,True,False
vid_00720,YouTube Shorts,creator_0948,DIY,25,2024-10-05,2057,87905,0.0234,9,0,0,7.6,0.304,2264,0.0001,1,False,56,True,False
vid_00721,TikTok,creator_0168,Fitness,21,2024-04-18,15928,1789662,0.0089,201,6,5,3.1,0.148,41559,0.0001,4,False,43,True,False
vid_00722,YouTube Shorts,creator_0157,Education,21,2024-01-15,1305,68684,0.019,23,0,2,3.5,0.167,0,0.0004,0,False,148,True,False
vid_00723,YouTube Shorts,creator_1186,Gaming,36,2025-04-03,408,17142,0.0238,2,1,0,14.3,0.397,0,0.0002,2,False,78,True,False
vid_00724,TikTok,creator_1106,DIY,29,2025-05-22,935,26044,0.0359,23,0,0,11.6,0.4,2485,0.0009,5,False,88,True,False
vid_00725,TikTok,creator_0596,Comedy,13,2024-12-26,33710,6242592,0.0054,86,22,5,1.7,0.131,74702,0.0,1,False,44,True,False
vid_00726,TikTok,creator_0022,Beauty,6,2025-04-21,2803,509636,0.0055,78,1,1,1.0,0.167,2834,0.0002,1,False,73,True,False
vid_00727,TikTok,creator_0327,Comedy,28,2025-03-15,697,42500,0.0164,11,0,1,5.3,0.189,1989,0.0003,1,False,68,True,False
vid_00728,Facebook Reels,creator_0991,Cooking,17,2024-02-01,5388,123862,0.0435,61,2,2,2.7,0.159,1371,0.0005,0,False,97,True,False
vid_00729,TikTok,creator_0757,Beauty,30,2024-02-03,4823,643066,0.0075,30,3,0,8.5,0.283,3491,0.0001,1,False,80,True,False
vid_00730,YouTube Shorts,creator_0795,DIY,21,2024-12-19,71,5378,0.0132,1,3,1,2.2,0.105,561,0.0009,3,False,44,True,False
vid_00731,Instagram,creator_0212,Music,13,2025-05-07,10837,394072,0.0275,132,5,2,7.1,0.546,6279,0.0004,3,False,62,False,False
vid_00732,TikTok,creator_1115,News,33,2024-05-15,2747,37941,0.0724,29,1,0,3.7,0.112,6410,0.0008,2,False,20,True,False
vid_00733,Instagram,creator_0160,Music,18,2024-07-14,47162,1702599,0.0277,644,18,13,2.8,0.156,72588,0.0004,2,False,58,False,False
vid_00734,Instagram,creator_0723,Cooking,28,2025-01-13,2135,98842,0.0216,18,4,1,9.9,0.354,1908,0.0002,2,False,81,False,False
vid_00735,TikTok,creator_0285,DIY,25,2024-05-08,1213,26718,0.0454,18,0,2,7.2,0.288,3187,0.0007,3,False,5,True,False
vid_00736,TikTok,creator_0308,Comedy,40,2024-05-02,813,22458,0.0362,2,1,1,13.6,0.34,2293,0.0002,5,False,44,True,False
vid_00737,TikTok,creator_0472,Gaming,36,2024-09-13,927,52971,0.0175,7,0,1,19.9,0.553,4442,0.0002,4,False,108,True,False
vid_00738,Instagram,creator_0432,News,12,2024-05-05,631,42925,0.0147,2,1,0,3.8,0.317,0,0.0001,5,False,42,True,False
vid_00739,TikTok,creator_0262,News,42,2025-04-05,1119,196315,0.0057,21,1,0,9.4,0.224,2697,0.0001,2,False,26,True,False
vid_00740,TikTok,creator_1173,Comedy,20,2024-02-13,358,12430,0.0288,2,2,0,6.8,0.34,0,0.0003,2,False,5,False,False
vid_00741,Instagram,creator_0831,News,30,2025-03-13,2093,68398,0.0306,12,2,1,6.4,0.213,2349,0.0002,3,False,60,False,False
vid_00742,YouTube Shorts,creator_0581,Education,16,2024-06-17,992,150303,0.0066,5,1,2,8.6,0.538,2404,0.0001,3,False,69,False,False
vid_00743,YouTube Shorts,creator_0350,Beauty,36,2024-11-15,425,30357,0.014,15,1,1,22.6,0.628,2310,0.0006,1,False,97,False,False
vid_00744,YouTube Shorts,creator_0373,News,35,2025-05-27,3648,212093,0.0172,36,4,2,18.1,0.517,1966,0.0002,6,False,29,True,False
vid_00745,Instagram,creator_0929,News,28,2025-04-03,1256,49448,0.0254,20,1,1,15.7,0.561,5377,0.0004,4,True,19,True,False
vid_00746,TikTok,creator_0034,Beauty,24,2025-02-10,772,12552,0.0615,8,2,1,9.1,0.379,1016,0.0009,0,False,5,True,False
vid_00747,TikTok,creator_0307,News,51,2024-03-15,22006,672966,0.0327,216,13,3,5.6,0.11,58246,0.0003,1,False,5,False,False
vid_00748,Instagram,creator_1089,Music,23,2025-08-07,3847,452588,0.0085,38,0,1,4.1,0.178,3134,0.0001,2,True,52,True,False
vid_00749,TikTok,creator_1105,Entertainment,31,2025-06-11,126,4809,0.0262,0,1,0,10.1,0.326,167,0.0002,0,False,33,True,False
vid_00750,TikTok,creator_0089,Music,46,2024-11-29,1803,109272,0.0165,8,2,1,15.7,0.341,2931,0.0001,1,False,10,False,False
vid_00751,YouTube Shorts,creator_0781,Cooking,25,2025-04-02,4190,205392,0.0204,18,2,1,8.4,0.336,5852,0.0001,1,False,123,False,False
vid_00752,YouTube Shorts,creator_1180,Education,13,2024-11-26,683,136600,0.005,29,1,0,3.6,0.277,1038,0.0002,1,False,92,True,False
vid_00753,TikTok,creator_0172,Fitness,17,2025-04-09,1854,60194,0.0308,26,0,0,1.2,0.071,0,0.0004,3,False,25,True,False
vid_00754,TikTok,creator_0015,News,14,2025-02-09,1224,98709,0.0124,3,3,0,1.2,0.086,0,0.0001,2,True,96,True,False
vid_00755,Instagram,creator_0647,Gaming,30,2024-10-08,2222,39892,0.0557,47,1,2,13.8,0.46,5284,0.0013,5,True,51,True,False
vid_00756,Instagram,creator_0536,Music,24,2024-11-24,7852,198784,0.0395,198,3,1,7.3,0.304,8098,0.001,2,False,127,True,False
vid_00757,Facebook Reels,creator_0814,Beauty,35,2024-11-16,22493,319502,0.0704,69,13,1,17.7,0.506,43114,0.0003,3,False,28,True,False
vid_00758,TikTok,creator_1146,Music,14,2025-01-10,824,164800,0.005,10,0,1,2.9,0.207,4249,0.0001,4,False,73,True,False
vid_00759,TikTok,creator_0816,Comedy,30,2025-05-27,199,11916,0.0167,0,0,0,8.9,0.297,224,0.0,1,True,140,True,False
vid_00760,YouTube Shorts,creator_0332,Education,26,2024-06-15,4926,78066,0.0631,27,2,0,8.4,0.323,15982,0.0004,3,False,80,False,False
vid_00761,YouTube Shorts,creator_0107,Comedy,29,2024-10-29,1652,148828,0.0111,16,3,2,12.5,0.431,2885,0.0001,4,False,69,True,False
vid_00762,TikTok,creator_0298,DIY,21,2025-04-11,103,15606,0.0066,3,1,3,7.9,0.376,1366,0.0004,3,False,41,True,False
vid_00763,TikTok,creator_0164,News,20,2024-01-30,57,2638,0.0216,1,0,1,11.1,0.555,2174,0.0008,3,False,81,False,False
vid_00764,TikTok,creator_1068,Fitness,30,2025-07-06,1620,65853,0.0246,9,1,0,16.1,0.537,201,0.0002,5,False,140,True,False
vid_00765,YouTube Shorts,creator_0359,DIY,9,2024-12-06,617,17578,0.0351,0,2,0,2.0,0.222,5871,0.0001,1,True,59,False,False
vid_00766,Snapchat,creator_1062,Fitness,32,2024-05-31,11946,209578,0.057,95,5,0,6.5,0.203,24111,0.0005,5,True,105,True,False
vid_00767,Instagram,creator_0475,News,19,2024-05-11,2065,212886,0.0097,16,0,0,7.4,0.389,2412,0.0001,2,False,58,True,False
vid_00768,Instagram,creator_0323,Education,29,2024-08-02,1852,110238,0.0168,6,1,1,3.3,0.114,2122,0.0001,7,False,96,True,False
vid_00769,TikTok,creator_0411,Music,23,2024-01-12,3261,278717,0.0117,5,1,0,7.2,0.313,9547,0.0,2,False,50,True,False
vid_00770,TikTok,creator_0583,Music,33,2025-03-28,2614,151098,0.0173,43,1,1,7.0,0.212,3072,0.0003,6,False,52,False,False
vid_00771,TikTok,creator_0399,DIY,28,2024-11-09,1494,46111,0.0324,53,1,1,8.7,0.311,3628,0.0012,3,False,40,True,False
vid_00772,TikTok,creator_0219,Music,19,2024-02-26,13896,735238,0.0189,191,6,2,4.8,0.253,17768,0.0003,3,False,93,True,False
vid_00773,TikTok,creator_1052,Fitness,32,2025-02-21,81,3201,0.0253,0,2,1,14.2,0.444,0,0.0009,3,False,37,True,False
vid_00774,Instagram,creator_0773,News,20,2025-01-10,298,34651,0.0086,2,2,1,11.0,0.55,4509,0.0001,6,False,97,True,False
vid_00775,Facebook Reels,creator_0940,DIY,35,2025-03-31,551,12995,0.0424,3,0,1,8.6,0.246,1806,0.0003,3,False,126,True,False
vid_00776,TikTok,creator_0784,Beauty,19,2025-06-09,811,117536,0.0069,36,2,1,4.1,0.216,232,0.0003,3,False,97,False,False
vid_00777,TikTok,creator_0724,Music,20,2025-02-20,3473,469324,0.0074,43,2,0,5.3,0.265,2800,0.0001,1,True,123,False,False
vid_00778,TikTok,creator_0191,Gaming,32,2025-06-07,5063,175190,0.0289,44,2,0,19.0,0.594,10150,0.0003,2,False,36,True,False
vid_00779,Instagram,creator_0366,DIY,16,2024-08-31,17496,645608,0.0271,74,8,4,4.8,0.3,13123,0.0001,0,False,91,False,False
vid_00780,TikTok,creator_0390,DIY,31,2025-07-26,286,9597,0.0298,15,0,0,5.9,0.19,1083,0.0016,1,False,172,True,False
vid_00781,YouTube Shorts,creator_0424,Beauty,35,2024-06-06,6906,249314,0.0277,136,6,3,13.9,0.397,1718,0.0006,1,False,97,False,False
vid_00782,TikTok,creator_0219,Education,24,2024-03-01,17947,289935,0.0619,228,10,4,13.2,0.55,28226,0.0008,1,False,7,True,False
vid_00783,Instagram,creator_1109,Entertainment,27,2025-01-09,634,39378,0.0161,9,2,0,14.3,0.53,3965,0.0003,1,False,53,True,False
vid_00784,Snapchat,creator_1177,Fitness,29,2025-01-16,3050,156410,0.0195,74,2,0,2.2,0.076,9341,0.0005,1,False,101,True,False
vid_00785,Instagram,creator_0815,Beauty,28,2025-08-05,16110,1477981,0.0109,442,10,3,2.9,0.104,13805,0.0003,1,False,32,True,False
vid_00786,YouTube Shorts,creator_0980,Music,18,2024-01-26,921,156101,0.0059,3,2,0,5.4,0.3,1963,0.0,3,False,55,True,False
vid_00787,Instagram,creator_0358,DIY,34,2024-04-03,2026,90044,0.0225,24,1,0,11.1,0.326,4209,0.0003,2,False,67,True,False
vid_00788,Instagram,creator_0025,Beauty,24,2024-10-21,1936,84541,0.0229,18,1,0,6.2,0.258,3318,0.0002,4,False,146,True,False
vid_00789,Instagram,creator_0532,Comedy,21,2025-03-02,1269,69725,0.0182,10,0,1,8.3,0.395,575,0.0002,3,False,109,True,False
vid_00790,Facebook Reels,creator_0703,Cooking,21,2024-05-22,4035,122272,0.033,36,2,0,1.6,0.076,8566,0.0003,1,False,28,True,False
vid_00791,YouTube Shorts,creator_0763,Cooking,29,2024-11-07,293,29897,0.0098,0,2,0,18.4,0.634,865,0.0001,3,False,103,True,False
vid_00792,TikTok,creator_1180,Beauty,30,2024-03-18,6364,200125,0.0318,93,1,2,5.5,0.183,2787,0.0005,1,False,130,False,False
vid_00793,Instagram,creator_0781,Beauty,16,2024-04-23,585,26470,0.0221,4,1,0,12.2,0.762,0,0.0002,2,False,36,True,False
vid_00794,Instagram,creator_0020,Comedy,19,2024-11-23,1352,97971,0.0138,7,0,0,4.5,0.237,1455,0.0001,2,False,110,False,False
vid_00795,YouTube Shorts,creator_1059,Music,31,2025-07-13,1736,103952,0.0167,39,2,0,19.1,0.616,1722,0.0004,2,False,57,True,False
vid_00796,TikTok,creator_1163,Entertainment,34,2024-11-05,61490,1210433,0.0508,382,33,14,8.5,0.25,94845,0.0004,2,True,39,True,False
vid_00797,TikTok,creator_0521,DIY,10,2025-05-04,646,12281,0.0526,2,3,0,1.8,0.18,3882,0.0004,4,True,122,True,False
vid_00798,TikTok,creator_0738,Music,14,2025-03-09,8479,390737,0.0217,43,5,2,10.8,0.771,10654,0.0001,2,False,5,True,False
vid_00799,TikTok,creator_0249,Cooking,38,2025-06-11,183,5213,0.0351,1,0,0,27.4,0.721,309,0.0002,2,False,58,True,False
vid_00800,Instagram,creator_1103,Comedy,6,2024-08-09,760,152000,0.005,2,4,0,3.7,0.617,1737,0.0,3,False,146,True,False
vid_00801,Instagram,creator_0916,Education,35,2024-10-22,985,24142,0.0408,10,2,1,6.2,0.177,0,0.0005,3,False,54,True,False
vid_00802,Facebook Reels,creator_0344,Cooking,22,2024-11-23,105,7777,0.0135,0,1,0,2.6,0.118,6189,0.0001,6,False,51,True,False
vid_00803,YouTube Shorts,creator_0147,Education,7,2024-05-05,1226,87571,0.014,8,0,0,5.4,0.771,514,0.0001,2,False,28,True,False
vid_00804,Instagram,creator_0548,News,19,2025-05-15,204,21702,0.0094,6,0,2,9.1,0.479,3302,0.0004,2,False,64,False,False
vid_00805,YouTube Shorts,creator_0744,News,18,2025-02-08,51,1677,0.0304,0,1,0,13.4,0.744,0,0.0006,4,False,19,True,False
